Elevation,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Horizontal_Distance_To_Fire_Points,Cover_Type
2877,28,170,43,5555,244,178,4524,1
3075,11,541,16,330,212,251,1265,1
3078,16,698,312,1019,175,228,1426,0
3070,10,153,-19,6797,237,231,2881,1
2935,11,600,140,2930,210,217,1266,1
2757,9,60,-6,1476,232,224,2073,1
3010,25,446,208,454,227,179,1421,0
2821,9,258,42,3289,211,222,1116,1
3036,14,134,0,3087,185,247,1779,1
2889,1,240,7,3830,221,236,3630,1
3056,10,212,26,3716,201,223,738,0
3041,13,270,19,4815,185,230,2812,0
3234,8,210,65,4843,199,244,721,0
2858,15,30,0,446,224,207,1663,1
2988,8,499,-2,6438,234,231,2906,1
2654,25,30,0,134,246,189,684,4
2936,16,30,7,1897,246,222,2818,1
3065,7,0,0,4241,208,228,2288,1
3702,13,1008,293,5009,204,214,3211,6
2996,12,589,110,1482,225,247,1878,1
2552,11,210,-2,1177,232,242,1377,2
3105,9,150,22,1168,196,241,1584,0
2697,13,150,17,1315,241,221,1869,1
3081,21,67,19,4089,176,202,750,0
3218,7,306,-11,4267,233,234,1082,0
3068,7,124,4,2430,225,244,3624,0
3235,5,342,57,1008,207,236,541,0
2378,13,0,0,649,232,213,858,3
2913,8,446,10,4538,232,239,4452,1
2965,10,390,56,5831,194,242,3055,1
2633,14,30,3,1557,241,233,2580,1
3046,10,402,92,684,193,233,845,1
2869,13,331,74,3201,203,215,1082,1
3187,22,95,23,2598,251,216,2942,0
3302,18,361,111,1511,189,206,2686,0
3201,13,594,10,3217,199,216,3365,0
2816,17,108,13,2554,240,206,1852,1
3031,4,162,10,3307,211,242,212,0
3141,10,67,4,2112,235,225,2079,0
3435,15,371,38,2222,244,227,3491,6
3057,13,134,28,150,194,217,949,1
2394,11,534,127,600,238,234,932,2
3023,21,212,40,3398,163,244,1746,0
2299,10,150,24,750,214,218,664,2
3019,25,240,-6,789,180,183,1208,0
2712,16,201,36,1879,238,238,2290,1
3006,3,30,1,5520,210,239,2156,0
2471,33,277,66,474,140,170,1451,1
3293,8,150,14,1855,222,222,4800,0
2511,13,212,42,42,200,215,524,1
2183,28,120,46,1124,133,214,691,5
2569,20,30,2,878,249,212,3296,1
3329,28,446,126,595,131,228,902,0
3071,10,713,12,256,228,244,1092,1
2786,6,30,7,2268,208,244,1343,1
2920,14,60,5,3137,197,215,2258,1
3203,19,309,71,674,237,199,5421,0
2405,13,42,4,1233,204,214,870,2
3212,12,30,0,1921,215,215,1825,0
2781,8,0,0,1812,233,237,2379,4
2864,14,150,32,964,242,232,1722,1
3098,9,192,7,2063,215,248,693,1
2339,4,365,-35,95,216,243,644,2
3225,3,258,22,4669,222,240,684,1
3011,20,400,214,2683,184,253,1677,0
3027,16,67,16,1390,175,241,2589,0
3025,8,162,18,5622,203,245,2023,0
3383,5,794,200,983,207,241,600,0
2986,6,120,3,1782,210,230,3515,0
3170,6,42,5,2995,203,237,1092,1
3366,12,319,58,1695,186,239,1919,0
2917,4,150,35,1177,226,237,2359,1
2841,36,400,-95,3345,159,245,1533,1
3044,10,467,-16,1158,238,231,1415,1
2904,11,532,54,2130,200,222,1426,1
3252,15,162,30,1933,201,253,4020,0
2792,25,95,23,4054,238,235,5397,1
2972,18,351,103,2860,173,246,730,1
3351,18,616,63,2389,181,211,1048,0
2913,6,182,9,3742,230,239,1652,1
3203,16,30,5,3840,229,203,2940,6
2665,30,120,60,1209,236,169,1235,1
2486,5,390,9,930,229,235,4052,1
2783,29,150,62,2362,246,177,708,1
3113,11,247,37,2979,198,250,1426,0
3065,12,30,4,1318,233,217,1687,0
2945,7,283,45,4583,232,237,6413,1
2451,25,182,1,706,251,198,488,2
3003,5,270,-18,1208,225,230,708,0
3283,12,402,0,1655,211,251,4089,0
2095,30,60,32,1018,131,191,277,2
2321,19,256,38,1158,164,225,931,5
3101,2,175,3,4159,222,236,1406,0
3054,9,782,55,5761,197,245,3623,0
2953,9,283,23,3437,237,232,1182,1
3233,25,85,47,3344,252,200,3705,0
3138,24,600,97,1048,145,221,1148,1
2867,15,150,9,3171,242,216,4279,1
3143,12,150,2,2465,240,230,1635,1
2507,17,127,49,750,179,215,531,5
3108,16,127,43,2400,184,250,841,1
3328,7,418,104,2993,221,224,3302,6
3310,23,127,34,3238,158,208,2414,0
2857,12,67,10,3921,204,218,6290,1
3040,7,492,95,2795,203,232,1742,0
3322,23,1116,401,3544,154,241,2632,1
3071,3,518,-23,2685,212,240,895,0
2758,3,272,25,2839,217,233,5163,1
3014,15,339,74,2880,200,210,1561,1
3173,4,342,56,752,223,230,2039,0
3168,8,242,45,3015,202,231,3311,0
2568,16,450,81,870,189,210,1129,2
2991,16,30,-4,722,239,237,1429,1
3252,8,361,73,4224,220,222,2888,0
3070,10,765,98,2448,235,224,2255,0
2598,3,330,5,787,216,233,5464,1
3345,18,256,60,1812,231,200,1812,0
2709,7,324,42,994,205,246,1590,1
2801,12,234,79,3532,227,215,5798,1
3248,11,551,117,1831,191,227,2208,0
3255,13,591,3,4385,187,227,875,0
2784,26,108,60,2773,199,252,1100,1
2822,30,492,58,1064,216,161,2078,1
2519,32,150,75,228,173,249,934,1
3023,18,268,18,5818,186,253,1879,1
3430,20,175,23,4117,240,236,3932,6
2805,19,120,15,1805,184,205,1256,0
2394,15,0,0,424,176,230,918,2
2831,14,30,3,2718,243,223,2512,1
3207,14,616,126,1440,238,214,3422,0
3128,4,0,0,2553,225,231,1177,1
3395,6,828,205,1130,214,228,792,0
2778,10,120,11,2283,226,218,1214,1
2416,12,277,110,404,200,219,309,2
3158,3,351,77,1366,226,235,3369,0
2906,4,268,37,3388,215,231,3013,1
3014,8,618,174,5574,208,225,5166,0
3201,26,270,88,2845,220,244,966,0
3211,11,0,0,2913,236,221,2844,0
3232,5,516,211,2721,229,233,2932,0
3202,15,420,54,5414,221,207,2534,1
2622,18,270,104,1110,165,233,1740,5
3047,10,660,180,5976,195,245,3822,1
3055,22,371,44,1266,240,235,960,1
2592,12,201,28,240,235,218,1099,1
2808,30,127,67,2213,254,202,466,4
2886,10,90,2,1572,193,243,1563,1
2918,20,417,68,912,213,193,1376,1
3162,13,170,22,760,242,226,2271,0
3036,9,404,69,4664,217,221,816,1
2962,8,437,53,5961,215,248,5402,1
3021,25,524,205,1436,204,252,297,1
2704,16,67,18,1142,240,210,2076,1
2329,10,361,110,750,202,223,400,2
2982,17,342,15,541,202,202,350,1
3166,17,993,-103,4228,207,253,1410,1
3293,8,175,-1,1302,208,247,1332,0
2978,11,509,62,5568,191,241,3703,1
3340,26,589,189,2885,145,204,553,0
2781,28,362,153,3009,221,241,1443,2
2905,22,42,3,760,154,223,1154,1
3160,11,300,12,5226,200,221,2451,1
3139,12,127,23,1440,231,216,1818,0
3086,11,42,8,2742,198,250,469,0
3257,11,390,5,4337,199,223,700,0
3225,25,212,82,1359,147,205,2837,0
3347,8,1087,237,1381,200,242,2954,0
3265,14,30,-4,3087,241,234,553,0
2884,13,150,-8,342,228,213,577,1
3233,9,541,89,2040,204,248,2006,0
2960,10,604,15,779,232,222,1894,1
3044,8,450,26,6606,232,228,2795,1
3024,8,67,-3,875,231,240,1140,0
3404,6,711,-56,751,228,241,459,6
3257,13,124,6,1136,235,214,1075,0
3038,20,849,169,2534,199,194,1620,1
2964,13,309,34,771,228,212,2248,1
2365,25,192,95,750,204,177,871,5
2893,20,295,70,2156,194,195,1657,0
3252,13,484,109,4414,185,244,1209,1
3287,17,277,64,3124,195,204,3301,1
3081,17,0,0,1019,198,203,330,0
3246,9,150,26,3408,200,229,1939,0
3054,4,577,57,2825,207,238,1040,0
3082,17,1295,213,2881,229,203,1290,1
2785,13,212,47,1557,207,212,2563,1
3092,25,216,30,3834,253,205,700,1
2579,25,170,32,1543,250,196,890,2
3276,10,153,19,4170,206,222,1634,0
2792,8,379,8,1834,225,223,997,1
2726,19,67,20,2572,233,243,2282,1
3141,7,67,0,2126,228,241,646,0
2960,8,30,3,3193,205,228,1176,0
3048,7,30,3,3690,208,228,514,0
2842,11,210,21,2171,238,233,2222,1
2958,16,1050,192,2550,186,214,930,1
2939,10,30,-2,4696,225,218,2400,0
2808,22,300,160,1226,158,214,1396,1
3395,17,845,185,779,245,228,108,6
3150,8,295,-35,1271,201,229,908,0
2814,19,60,14,2250,171,216,1482,0
3188,7,382,16,4729,220,224,1579,0
2815,12,30,-3,558,230,215,1082,1
3153,14,339,70,1988,211,252,764,0
2916,12,201,10,5669,211,251,5219,1
2962,2,30,3,4600,223,236,2393,0
2855,12,0,0,4027,224,214,2850,0
2651,14,242,4,641,220,208,1783,1
2656,17,201,32,1860,230,201,1919,5
3154,9,108,17,872,233,239,2220,0
2615,36,108,68,1825,161,246,324,2
2939,8,67,14,4070,234,232,5077,1
3267,8,655,-2,3867,206,248,1208,1
2927,17,150,19,4262,174,223,2499,1
3038,15,30,-5,2641,238,212,1342,0
2522,8,180,2,1140,233,237,4916,1
2988,28,450,213,684,135,208,1294,0
3298,11,849,261,3543,194,226,2164,0
2818,18,240,147,247,237,203,1578,4
2470,17,150,35,361,246,216,959,2
2671,18,175,36,3194,245,229,1905,1
3178,8,42,-3,1674,234,233,1608,0
3031,13,85,2,3202,181,237,938,0
2694,7,459,82,900,233,233,1319,1
3038,16,90,-3,769,246,225,830,1
2343,28,210,146,1544,169,175,966,2
2928,5,376,44,1507,222,244,1254,1
2987,15,175,27,1651,218,250,2366,1
2717,28,295,101,1034,136,203,1061,1
3123,3,285,8,4455,223,234,1712,0
3029,3,212,16,1101,220,233,2539,1
2210,2,30,-21,1448,222,239,990,2
3183,10,283,58,1273,227,218,1167,0
2936,8,60,10,4837,225,223,6246,1
2708,13,30,-14,984,242,229,1548,1
2847,16,446,228,534,246,225,899,1
2853,33,150,27,1048,205,148,1650,1
3198,15,524,89,443,202,253,2942,1
3455,17,339,138,4224,237,205,832,0
2905,34,162,10,2420,163,248,1574,1
2695,23,108,49,2113,157,210,2342,5
2376,2,408,212,1416,221,236,725,2
2897,7,600,64,3586,221,246,3095,1
2693,17,306,108,1898,238,239,2754,5
3333,40,182,133,2638,233,136,421,6
2239,38,108,89,1332,105,165,1273,2
2874,19,60,-3,1265,215,194,693,1
3284,16,402,43,819,172,234,1471,0
2551,18,300,71,492,171,244,782,1
2834,28,67,39,4781,135,208,4817,1
2956,8,108,10,1705,218,223,2073,1
3142,13,108,-1,1968,216,251,624,0
2975,8,513,37,2292,209,225,2737,0
3240,7,234,25,793,202,242,1022,0
2399,17,42,12,420,180,250,882,2
2346,18,30,5,309,197,254,636,5
3198,14,638,139,6115,185,248,1624,1
2834,14,255,79,3729,240,215,5628,1
3059,14,42,3,774,184,244,1630,1
3039,9,228,-5,2546,235,235,661,1
3200,15,661,141,6133,180,244,1597,1
3011,11,190,-2,3274,207,218,5505,1
2780,23,124,36,618,179,190,2205,1
3177,14,90,-17,2147,243,229,2210,0
3180,12,256,0,4625,188,245,1116,0
2778,15,277,111,2960,218,206,6406,0
3451,18,612,166,2213,238,203,1405,0
2521,30,124,32,1128,196,249,1200,1
3175,22,90,16,1500,239,236,607,6
2913,13,258,58,3420,233,213,2259,1
3179,7,150,4,636,201,241,1319,0
1931,27,201,76,180,205,172,886,5
2697,17,67,16,1284,219,199,1566,1
3134,1,212,0,3842,215,237,1385,0
3168,14,631,75,3260,194,214,3247,0
2787,20,446,107,1965,243,233,2078,1
3176,14,108,25,1230,196,215,2353,1
3249,7,30,8,1120,216,246,1786,0
3179,20,764,368,1366,173,206,990,0
3178,9,319,-36,2758,210,223,1637,0
3423,24,751,-43,3347,168,252,2657,0
3032,23,0,0,2052,181,191,3373,0
3422,27,335,129,2477,157,186,2460,0
3283,10,350,40,1364,213,218,1936,0
3011,2,1050,85,5702,214,239,5936,1
2713,28,42,22,1855,190,167,1034,1
3178,13,391,75,5613,187,247,1276,1
2978,13,234,60,2432,241,232,1800,1
2706,8,350,37,1061,232,227,2870,1
3247,12,532,-8,828,238,221,2708,0
2853,15,124,28,2789,241,235,2932,1
3249,11,234,-5,1676,227,218,1068,6
3235,43,210,78,1236,233,197,899,6
3046,14,552,187,1806,226,208,2989,0
3144,20,525,98,256,234,196,1415,1
3021,8,658,102,2063,226,244,2652,1
2781,17,67,8,2346,191,208,2928,1
3265,9,319,50,3681,212,248,2731,0
3240,6,120,-1,6117,226,228,443,0
2671,29,67,28,1812,151,183,1584,1
2620,8,430,14,2830,222,222,2672,1
3034,16,30,10,3532,234,242,2726,0
2994,22,454,220,4388,219,187,726,1
3221,7,30,3,789,203,243,1179,0
2750,9,124,20,430,231,224,2598,1
3414,13,661,214,2307,216,251,904,0
3324,11,95,-11,3721,219,215,2486,6
2710,9,240,10,655,225,221,1725,0
3072,11,42,5,2874,218,249,1127,1
2666,13,466,81,1165,235,214,1515,1
3182,9,30,4,3756,230,242,3313,0
2678,29,85,38,1308,188,167,1110,1
2546,17,120,10,750,244,232,390,1
2942,19,175,28,4526,246,210,1507,1
3126,13,446,109,1583,216,210,2742,0
3135,17,108,18,2277,245,214,2080,0
3021,12,95,0,5763,208,251,2429,0
2776,1,212,25,819,220,237,1978,1
2668,18,120,15,1338,173,247,1112,4
3353,11,552,78,2114,206,219,1332,0
3059,4,589,26,1583,222,241,2630,1
2978,14,85,23,3332,222,208,6193,1
3052,12,42,-2,2605,222,213,3004,1
3000,28,297,95,2140,199,168,1802,0
2677,9,0,0,1830,235,234,1092,1
3077,18,0,0,6925,190,203,2845,1
2909,19,162,42,649,177,209,1691,1
3194,22,95,17,4339,196,190,3424,0
2953,8,0,0,730,232,227,2456,1
2093,23,566,125,633,176,191,300,2
3070,17,180,27,272,179,215,499,0
2853,5,30,-6,2912,228,231,2739,1
2727,13,67,11,313,226,212,872,0
3404,16,324,82,4314,233,243,3124,0
2772,21,0,0,3922,167,208,5554,1
2977,17,741,153,1465,213,201,2731,1
2287,21,30,6,1055,159,217,400,5
2771,8,210,22,1972,214,223,2337,1
3561,19,234,114,1585,236,200,1399,6
2533,13,150,-2,674,242,228,430,1
3145,14,30,8,1140,193,216,2236,1
2975,11,636,66,6131,224,247,5543,1
2203,4,0,0,1296,224,240,680,3
2050,39,134,112,216,170,130,459,2
3220,11,150,25,4615,218,216,1504,0
3203,21,589,106,5998,161,244,2586,1
3090,8,395,-38,6281,229,242,2695,1
2701,9,120,11,1680,233,240,3904,1
2957,5,532,150,1237,211,230,2535,1
2875,4,255,80,3211,208,237,553,1
2506,9,162,23,480,214,220,1495,2
2869,13,361,27,2580,216,212,1006,0
3050,17,537,134,4526,226,202,3822,0
3095,18,30,8,830,238,203,1423,0
2555,38,182,89,525,94,190,1101,1
2787,19,201,113,1237,164,224,552,1
2922,14,67,-19,636,242,220,666,0
3027,6,277,4,1907,204,235,1605,1
2945,7,201,33,3922,232,231,1697,1
3165,9,212,33,6483,233,224,1976,0
3274,17,210,-4,1610,242,208,1732,0
3070,16,60,21,2329,176,242,552,1
3024,7,212,31,2601,229,228,470,0
3155,7,242,14,5783,231,236,841,0
3539,16,911,127,2580,225,204,1590,0
2559,7,30,0,967,219,225,1589,1
2513,10,342,85,330,191,234,1806,2
2885,16,360,89,888,245,216,836,1
2611,11,362,84,2423,214,216,484,2
3244,8,242,35,5303,228,224,342,0
3065,4,108,2,573,209,242,1633,0
2972,16,540,59,4524,233,205,3010,1
2894,18,124,33,716,184,206,1758,1
3290,14,566,253,3819,241,216,2254,0
3011,14,379,73,1984,226,210,1738,1
3296,7,30,0,1570,231,238,3099,0
3228,10,192,0,2809,237,233,845,0
2932,11,604,115,882,235,222,2206,1
2954,13,782,243,443,190,221,1528,1
3175,7,469,69,1020,215,225,2394,0
3158,24,450,67,3758,197,254,1022,1
3084,4,30,3,3879,220,230,1092,0
3166,20,192,0,2162,227,246,361,0
3086,15,247,-9,874,244,227,871,0
3113,12,90,13,3414,241,229,3051,1
3229,6,402,54,331,203,237,1087,0
2612,17,30,-7,1370,169,236,904,1
3261,8,240,116,480,209,248,2588,0
3185,6,150,23,4924,212,229,1295,0
2967,15,212,28,417,244,220,2112,1
2638,16,60,14,566,233,243,1513,1
2984,14,509,158,342,229,209,591,0
3067,20,242,82,3972,239,199,5112,1
2605,12,67,0,1239,220,212,1850,1
2996,23,360,107,2143,219,184,2290,0
2910,19,175,52,5534,249,222,716,1
3037,15,924,218,1194,219,205,2460,1
3148,23,297,37,3951,170,194,853,0
2661,14,108,27,1495,208,209,1935,1
2959,2,124,0,1129,222,234,2210,1
2922,12,85,14,1865,191,246,1201,1
3256,26,153,28,1664,204,174,631,6
2916,8,175,10,4788,205,229,3992,0
3238,15,277,50,1041,235,241,2588,1
2338,22,242,87,693,157,212,424,2
3361,13,793,173,1530,205,214,1631,6
3031,7,283,42,4353,221,224,1052,1
2642,11,212,42,541,220,249,1184,2
3217,8,573,33,815,200,232,1864,0
2988,29,212,88,768,129,211,2629,0
2906,13,108,35,1126,184,240,1784,1
3065,17,170,44,847,247,215,2093,1
3206,8,218,22,306,205,228,1113,0
3107,18,255,57,1191,168,225,2697,0
2925,24,309,109,618,231,182,658,1
2620,21,228,72,433,195,192,1291,5
2713,16,85,12,977,181,219,2230,1
2988,17,342,53,2030,236,205,793,1
3137,6,323,26,277,229,238,5741,0
3146,12,541,-2,5887,236,240,1371,1
2555,20,60,29,1485,243,199,1782,1
2992,12,331,53,1677,235,217,2465,1
2940,15,323,9,1784,212,252,1116,0
3252,11,481,109,4428,190,243,1182,1
2867,25,124,24,1302,141,224,1298,0
2483,30,60,4,671,222,239,1116,1
3116,7,210,20,1868,206,245,2613,0
2971,15,134,26,1641,242,216,3510,0
3123,6,330,7,2103,229,230,2676,0
3206,7,234,22,700,205,245,1657,0
3129,12,283,39,1355,189,244,1950,1
2831,20,285,52,1445,220,193,2685,1
2842,19,153,61,930,229,245,3077,4
2870,30,390,183,400,239,169,1523,1
3093,23,484,71,2669,203,182,1440,0
3189,5,60,4,5200,211,232,1850,0
3150,9,300,-35,1226,200,229,888,0
2611,13,390,111,1935,216,212,713,2
2991,8,457,75,5484,217,247,1451,1
3220,8,192,22,685,225,223,1224,1
2581,7,60,3,808,221,246,1355,2
2987,10,153,24,1471,236,224,1900,1
3074,22,300,59,1812,238,237,1130,0
3496,13,601,148,4276,209,212,3388,6
2505,22,153,33,598,240,193,300,1
2902,19,192,52,3409,232,197,2345,1
3106,6,351,41,2213,206,233,2285,0
2896,12,108,10,4740,225,214,1529,1
3121,8,1172,252,2823,220,221,1507,1
3218,12,150,13,3124,233,242,4777,0
3221,12,421,60,1165,240,228,1885,0
3253,3,458,19,350,213,241,751,1
3172,4,190,0,4457,227,238,2885,0
2316,19,42,10,1253,175,249,1348,5
3205,14,384,114,228,235,241,3181,0
3248,19,570,94,1436,229,245,2290,0
2813,13,162,42,2463,184,240,658,1
2938,20,218,70,1128,160,229,799,1
2723,8,30,0,1909,211,224,1110,1
2889,23,600,229,987,243,192,510,1
2960,4,484,40,5289,210,241,1956,1
3164,19,1015,383,1426,171,213,1072,0
2736,13,30,5,1392,228,246,2520,1
3069,13,30,9,3378,186,230,2888,0
3146,9,467,4,3181,220,221,4715,0
2296,36,170,89,1674,253,172,150,2
2294,15,30,-1,108,242,233,382,2
2728,10,361,39,283,221,218,979,1
3157,14,134,28,2215,239,236,3151,0
3019,14,342,109,1758,186,224,2496,1
2968,20,180,29,1772,234,195,2609,1
3253,14,342,72,1725,236,240,1326,0
3391,7,492,69,3672,206,245,2263,6
2737,23,190,120,2248,212,251,579,1
3010,36,849,-80,4129,130,242,1289,1
2520,20,153,59,799,160,239,1583,1
2735,17,30,17,2218,170,236,459,0
2911,15,134,14,2336,237,211,306,0
2882,22,134,39,2635,156,212,849,1
2077,28,108,41,360,132,207,558,2
3129,25,201,47,2526,156,247,1476,1
3032,9,85,10,3284,198,230,268,0
3655,10,886,400,2698,231,242,1008,0
2926,10,153,45,1852,200,226,1154,1
3199,11,210,18,4290,238,234,1015,0
2786,34,192,119,1635,150,247,1501,1
3353,18,510,121,4983,178,210,3032,0
3109,13,216,42,3211,235,241,3048,0
2938,20,182,61,5079,250,215,277,1
3047,9,390,92,3070,202,248,1173,0
3389,13,854,203,1036,191,221,716,0
2373,5,228,97,1476,215,244,886,2
3217,17,771,3,446,213,252,2523,1
2892,18,182,34,3248,234,201,4312,1
2923,16,127,32,2131,244,229,1655,1
3426,21,458,133,2325,244,199,2448,0
2226,25,67,32,1518,253,211,469,5
2589,15,210,45,930,242,233,1243,1
2585,14,127,38,1575,238,213,1323,1
2243,36,242,82,735,224,143,408,2
3099,14,210,-38,2046,210,252,3652,0
2751,15,42,8,1328,199,210,1012,0
3328,18,547,136,735,176,217,437,0
2924,8,510,11,3703,221,247,4142,1
3239,10,277,26,5704,232,241,1205,0
3191,12,323,11,1994,227,246,1906,0
2938,14,85,7,3866,232,211,1820,1
3381,11,834,175,1100,192,246,2161,0
2817,5,0,0,1648,226,231,2416,1
2724,9,67,19,1348,202,227,2227,1
2589,31,85,-10,808,130,193,1249,5
2920,9,124,21,3150,235,237,1543,0
3257,15,242,91,1532,243,215,1477,1
3220,9,175,13,4279,224,246,2266,0
3205,13,277,42,2462,241,225,1448,0
3163,15,95,16,1416,207,253,4476,0
3269,19,446,-43,3322,227,195,2006,6
2297,15,342,73,1020,202,209,306,2
2612,12,0,0,1878,203,218,4650,1
3019,8,150,33,1092,198,232,1748,1
3245,13,190,13,4540,228,246,2520,0
2767,13,474,-20,713,207,213,760,1
3018,15,0,0,3578,244,228,2684,0
2916,6,150,10,4818,204,233,3968,0
3222,11,228,27,1487,212,217,1047,0
3063,18,60,8,2664,176,216,1387,0
2906,2,384,39,4200,214,235,6418,1
2703,9,379,72,1423,208,224,1584,1
3068,19,295,-9,2524,174,208,1250,0
2120,21,212,56,430,246,201,779,2
2986,29,218,-35,1249,221,240,524,1
2431,29,212,105,216,128,208,1530,2
3224,11,1077,52,4011,212,217,2363,0
2988,24,67,6,5160,240,188,2707,0
3308,9,300,82,4325,229,221,1337,0
2782,6,443,-15,907,221,227,2634,1
3237,11,313,4,1920,239,226,1436,1
2884,16,240,87,1144,231,244,2871,1
2902,11,30,8,1959,190,240,1121,1
3091,10,190,6,404,197,228,741,0
2685,10,0,0,1515,212,219,3628,1
3214,9,212,38,3813,236,233,1830,1
2823,11,382,52,1167,239,225,2701,1
2705,11,216,52,1860,238,234,1077,1
3155,45,95,74,3967,199,107,924,0
2847,7,30,-3,1485,214,226,2433,0
2604,14,30,-1,466,241,234,1381,1
3400,26,642,115,2018,242,181,1698,0
3221,12,90,27,3423,216,213,2334,0
3223,17,671,20,1544,173,241,1273,0
2724,15,162,37,1630,237,210,450,1
3214,17,404,11,1543,244,232,1485,1
2725,27,362,-30,1294,179,253,969,1
3196,9,499,-17,598,223,247,2315,1
3031,6,127,23,6185,224,227,3359,1
2509,9,201,33,384,235,231,3333,1
2868,10,309,31,1048,208,222,2733,0
3450,17,480,-2,1595,197,254,3765,0
3180,12,175,35,3472,236,240,1559,1
2765,30,162,79,175,228,163,1310,4
3133,13,309,79,671,242,229,553,0
3126,19,959,78,3048,230,244,2584,1
3037,10,90,3,1158,236,226,1390,0
2914,17,466,95,1475,223,201,2787,1
3316,25,390,118,1746,249,193,2926,0
2939,4,30,3,3599,221,230,6306,0
2908,3,85,-6,4085,216,232,5546,1
3156,22,564,80,3436,177,253,1289,0
2743,22,277,101,2296,251,215,2305,2
3063,7,150,23,2950,226,226,1415,1
2860,12,450,52,2188,198,220,2725,1
2973,12,295,11,2255,231,216,2483,1
3181,16,240,62,2001,222,249,2739,6
3183,20,362,106,3216,189,198,1605,0
3087,12,60,-16,2886,218,250,1131,1
2321,28,108,45,577,164,251,1790,2
2424,18,90,40,426,231,199,488,5
2756,2,180,5,1924,220,234,774,1
2934,7,616,175,2797,210,226,1233,1
2551,29,371,143,342,253,206,1276,2
3098,26,258,78,2941,220,245,1371,1
3070,12,636,203,6189,204,251,3730,1
2929,18,524,134,3018,213,198,1050,1
2769,29,300,-25,2024,200,248,1530,1
3027,7,95,9,6447,210,228,3421,1
2597,13,570,10,1209,233,214,3998,1
2834,16,85,-10,1697,180,219,2502,1
2570,17,170,22,900,238,207,755,1
3060,14,579,138,4549,219,207,3605,0
3211,11,691,190,2601,228,217,3058,0
2587,5,421,89,1230,217,229,1616,1
2473,10,201,30,277,192,234,1932,2
2346,21,270,102,1426,194,193,552,2
2435,36,85,41,693,241,153,1176,2
3172,8,0,0,4951,200,231,870,0
3111,7,30,8,1236,202,234,1552,0
3178,10,485,50,4513,228,218,2240,1
3144,26,182,2,1084,253,205,2312,0
2943,17,404,138,426,238,206,649,1
2990,2,301,30,2044,221,239,872,1
3254,30,30,15,2410,248,175,2980,1
3161,25,551,146,4434,222,178,3200,0
2912,20,201,78,1680,215,251,1282,1
2348,8,30,2,1301,232,229,566,2
2890,16,708,171,295,172,235,1650,1
3016,4,959,218,2833,220,230,1087,1
2918,5,270,72,5084,215,245,543,1
3224,16,404,65,1224,242,233,1824,0
3264,18,192,43,3839,168,238,1418,0
3208,13,865,190,4255,183,241,2256,0
3275,5,390,91,404,213,230,1409,0
3162,11,134,25,2263,190,240,636,0
3209,15,258,-4,779,235,242,2372,1
3369,12,361,61,1660,186,232,1934,0
3034,12,446,125,4312,230,214,4684,0
2637,26,258,79,1290,250,190,537,1
2653,24,395,-57,2823,162,197,2563,1
3154,14,67,16,2440,181,237,1057,0
3296,17,240,28,3252,210,253,591,0
2926,13,67,17,4577,202,215,5964,1
3011,11,680,94,5460,235,239,2993,1
3304,14,516,90,1068,235,211,2550,1
3160,22,175,26,792,226,187,5182,0
3066,9,42,3,4801,209,223,886,0
3119,15,792,203,4308,213,207,3880,0
2941,6,330,65,3013,227,241,1622,1
2919,8,60,3,3895,233,228,6218,0
3003,7,42,2,4293,204,230,582,1
3312,19,240,-17,1411,227,195,2227,0
2825,12,108,24,2138,206,252,2758,0
2331,17,67,32,1203,227,247,953,2
2226,25,30,18,390,155,197,1224,2
3191,10,342,51,847,232,242,2408,0
3033,5,495,88,4293,229,232,1657,1
3100,5,30,0,6869,229,234,2557,1
2779,18,384,80,1403,209,198,2087,1
2922,10,134,-8,1766,193,243,937,1
2967,24,330,170,2555,147,230,1572,0
3008,17,446,41,4672,217,251,1480,1
2755,25,175,49,1894,231,181,1261,1
2883,18,408,91,4430,193,203,5268,0
2828,16,313,55,2018,242,213,2971,1
3353,27,524,174,666,197,251,900,0
2910,20,408,83,1087,247,208,433,0
2894,3,499,33,2736,225,236,2271,1
2756,5,134,25,1443,214,230,2258,0
2719,29,268,130,1415,136,239,1036,1
3136,21,780,76,1671,213,190,2177,0
2970,6,488,17,899,224,228,2039,1
2809,10,150,25,1712,226,219,2537,0
3185,19,379,79,5004,239,201,3141,0
